Timestamp_Shifted,Parameter,Value
2016-01-26 08:36:00,Output Parameter,1.4442
2016-01-26 13:05:00,Output Parameter,2.0142
2016-01-26 17:05:00,Output Parameter,2.27252
2016-01-26 20:27:00,Output Parameter,2.12934
2016-01-27 01:31:00,Output Parameter,2.74607
2016-01-27 06:02:00,Output Parameter,0.91009
2016-01-27 09:33:00,Output Parameter,1.08794
2016-01-27 12:48:00,Output Parameter,0.8660700000000001
2016-01-27 17:27:00,Output Parameter,1.26065
2016-01-27 21:06:00,Output Parameter,1.22308
2016-01-28 01:02:00,Output Parameter,1.6360700000000001
2016-01-28 05:51:00,Output Parameter,1.86
2016-01-28 09:06:00,Output Parameter,1.30495
2016-01-28 12:52:00,Output Parameter,1.39
2016-01-28 16:57:00,Output Parameter,1.9346700000000001
2016-01-28 19:51:00,Output Parameter,1.46738
2016-01-29 00:40:00,Output Parameter,1.60121
2016-01-29 04:53:00,Output Parameter,1.36906
2016-01-29 08:40:00,Output Parameter,1.03766
2016-01-29 12:45:00,Output Parameter,0.72
2016-01-29 17:16:00,Output Parameter,1.41495
2016-01-29 20:35:00,Output Parameter,1.32093
2016-01-30 01:09:00,Output Parameter,1.44336
2016-01-30 04:54:00,Output Parameter,1.3428
2016-01-30 08:33:00,Output Parameter,1.53607
2016-01-30 12:47:00,Output Parameter,1.35981
2016-01-30 17:58:00,Output Parameter,1.2582200000000001
2016-01-30 21:04:00,Output Parameter,1.57934
2016-01-31 00:24:00,Output Parameter,1.70878
2016-01-31 04:59:00,Output Parameter,1.76747
2016-01-31 08:16:00,Output Parameter,1.7333599999999998
2016-01-31 12:28:00,Output Parameter,1.69607
2016-01-31 17:00:00,Output Parameter,2.1190599999999997
2016-01-31 20:23:00,Output Parameter,1.7742
2016-01-02 00:36:00,Output Parameter,1.9128900000000002
2016-01-02 05:10:00,Output Parameter,1.9342
2016-01-02 08:57:00,Output Parameter,0.98093
2016-01-02 13:08:00,Output Parameter,0.9828
2016-01-02 15:48:00,Output Parameter,1.4752299999999998
2016-01-02 20:46:00,Output Parameter,0.94495
2016-02-02 00:47:00,Output Parameter,1.66177
2016-02-02 05:31:00,Output Parameter,1.16
2016-02-02 09:45:00,Output Parameter,1.14
2016-02-02 13:18:00,Output Parameter,1.2000899999999999
2016-02-02 17:53:00,Output Parameter,1.32607
2016-02-02 21:18:00,Output Parameter,1.22252
2016-03-02 00:51:00,Output Parameter,1.39224
2016-03-02 05:44:00,Output Parameter,1.5782200000000002
2016-03-02 09:17:00,Output Parameter,1.15065
2016-03-02 12:55:00,Output Parameter,1.17523
2016-03-02 17:37:00,Output Parameter,1.06495
2016-03-02 19:43:00,Output Parameter,1.4909299999999999
2016-03-02 23:55:00,Output Parameter,1.35
2016-02-13 01:24:00,Output Parameter,0.76495
2016-02-13 06:19:00,Output Parameter,1.53719
2016-02-13 09:19:00,Output Parameter,1.23981
2016-02-13 12:35:00,Output Parameter,0.69981
2016-02-13 17:16:00,Output Parameter,1.19
2016-02-13 20:43:00,Output Parameter,0.87766
2016-02-14 01:05:00,Output Parameter,0.83037
2016-02-14 05:31:00,Output Parameter,1.49579
2016-02-14 08:30:00,Output Parameter,0.87579
2016-02-14 13:08:00,Output Parameter,0.35579
2016-02-14 17:28:00,Output Parameter,0.8685
2016-02-14 21:23:00,Output Parameter,0.80224
2016-02-15 00:47:00,Output Parameter,0.63
2016-02-15 05:04:00,Output Parameter,1.09205
2016-02-15 08:27:00,Output Parameter,1.05177
2016-02-15 12:22:00,Output Parameter,1.4409299999999998
2016-02-15 17:54:00,Output Parameter,1.00738
2016-02-15 20:51:00,Output Parameter,1.04551
2016-02-16 00:56:00,Output Parameter,1.0185
2016-02-16 05:05:00,Output Parameter,1.28
2016-02-16 08:56:00,Output Parameter,1.82906
2016-02-16 13:35:00,Output Parameter,1.28205
2016-02-16 17:27:00,Output Parameter,1.15364
2016-02-16 20:40:00,Output Parameter,1.5239200000000002
2016-02-17 01:28:00,Output Parameter,1.32
2016-02-17 05:01:00,Output Parameter,1.84037
2016-02-17 09:23:00,Output Parameter,1.47
2016-02-17 12:26:00,Output Parameter,1.23308
2016-02-17 17:39:00,Output Parameter,1.22
2016-02-17 20:54:00,Output Parameter,2.41224
2016-02-18 00:47:00,Output Parameter,1.06308
2016-02-18 04:52:00,Output Parameter,1.30766
2016-02-18 08:09:00,Output Parameter,1.16523
2016-02-18 13:20:00,Output Parameter,0.9446700000000001
2016-02-18 17:09:00,Output Parameter,0.73
2016-02-18 20:38:00,Output Parameter,2.29
2016-02-19 00:36:00,Output Parameter,1.51607
2016-02-19 05:12:00,Output Parameter,1.78794
2016-02-19 09:50:00,Output Parameter,1.58037
2016-02-19 12:56:00,Output Parameter,1.5974700000000002
2016-02-19 16:55:00,Output Parameter,2.00205
2016-02-19 20:16:00,Output Parameter,1.6973799999999999
2016-02-20 01:32:00,Output Parameter,1.49065
2016-02-20 05:40:00,Output Parameter,1.07476
2016-02-20 09:22:00,Output Parameter,1.31635
2016-02-20 13:19:00,Output Parameter,2.0909299999999997
2016-02-20 16:53:00,Output Parameter,1.81663
2016-02-20 20:34:00,Output Parameter,2.0566299999999997
2016-02-21 00:31:00,Output Parameter,2.0596200000000002
2016-02-21 05:28:00,Output Parameter,1.46822
2016-02-21 09:52:00,Output Parameter,2.12177
2016-02-21 13:03:00,Output Parameter,1.8426099999999999
2016-02-21 17:03:00,Output Parameter,2.26018
2016-02-21 20:36:00,Output Parameter,1.95878
2016-02-22 00:38:00,Output Parameter,2.33663
2016-02-22 05:24:00,Output Parameter,2.52093
2016-02-22 08:37:00,Output Parameter,1.67308
2016-02-22 12:18:00,Output Parameter,1.49738
2016-02-22 17:18:00,Output Parameter,1.34607
2016-02-22 21:18:00,Output Parameter,1.91392
2016-02-23 01:21:00,Output Parameter,2.07
2016-02-23 05:31:00,Output Parameter,1.4253200000000001
2016-02-23 09:18:00,Output Parameter,1.99289
2016-02-23 12:40:00,Output Parameter,1.72747
2016-02-23 21:17:00,Output Parameter,1.8176599999999998
2016-02-24 00:35:00,Output Parameter,1.7799
2016-02-24 05:36:00,Output Parameter,1.9604599999999999
2016-02-24 09:22:00,Output Parameter,1.8571900000000001
2016-02-24 12:51:00,Output Parameter,2.6428
2016-02-24 17:11:00,Output Parameter,2.5758799999999997
2016-02-24 21:14:00,Output Parameter,2.0655099999999997
2016-02-25 00:58:00,Output Parameter,1.05364
2016-02-25 05:36:00,Output Parameter,1.2342
2016-02-25 08:07:00,Output Parameter,1.43822
2016-02-25 10:06:00,Output Parameter,0.9655100000000001
2016-02-25 16:59:00,Output Parameter,1.51663
2016-02-25 20:29:00,Output Parameter,0.55261
2016-02-26 00:37:00,Output Parameter,0.7109300000000001
2016-02-26 05:13:00,Output Parameter,0.31037
2016-02-26 12:34:00,Output Parameter,1.33495
2016-02-26 16:57:00,Output Parameter,1.29803
2016-02-26 20:25:00,Output Parameter,1.6856
2016-02-27 00:51:00,Output Parameter,1.25205
2016-02-27 05:09:00,Output Parameter,2.19672
2016-02-27 08:18:00,Output Parameter,2.68177
2016-02-27 12:43:00,Output Parameter,0.8142
2016-02-27 16:59:00,Output Parameter,2.17093
2016-02-27 20:38:00,Output Parameter,3.61766
2016-02-28 00:41:00,Output Parameter,1.63523
2016-02-28 04:53:00,Output Parameter,2.55495
2016-02-28 08:26:00,Output Parameter,2.19747
2016-02-28 12:40:00,Output Parameter,2.25738
2016-02-28 16:54:00,Output Parameter,1.64093
2016-02-28 20:42:00,Output Parameter,1.49579
2016-02-29 00:47:00,Output Parameter,1.22252
2016-02-29 05:28:00,Output Parameter,1.16
2016-02-29 12:53:00,Output Parameter,1.37766
2016-02-29 17:53:00,Output Parameter,0.9114899999999999
2016-02-29 23:40:00,Output Parameter,1.02205
2016-01-03 00:43:00,Output Parameter,1.0742
2016-01-03 05:28:00,Output Parameter,1.46523
2016-01-03 09:08:00,Output Parameter,2.0709299999999997
2016-01-03 12:24:00,Output Parameter,0.28009
2016-01-03 17:04:00,Output Parameter,1.36579
2016-01-03 20:33:00,Output Parameter,1.5139200000000002
2016-02-03 00:44:00,Output Parameter,1.17121
2016-02-03 05:13:00,Output Parameter,1.80607
2016-02-03 09:32:00,Output Parameter,1.08065
2016-02-03 13:09:00,Output Parameter,1.6442
2016-02-03 17:07:00,Output Parameter,1.83476
2016-02-03 20:35:00,Output Parameter,2.25018
2016-03-03 00:44:00,Output Parameter,1.9647599999999998
2016-03-03 05:24:00,Output Parameter,1.48046
2016-03-03 09:02:00,Output Parameter,1.43859
2016-03-03 13:26:00,Output Parameter,0.99093
2016-03-03 21:14:00,Output Parameter,1.3923299999999998
2016-03-13 04:43:00,Output Parameter,1.30233
2016-03-13 08:20:00,Output Parameter,1.34205
2016-03-13 12:03:00,Output Parameter,1.6907400000000001
2016-03-13 16:05:00,Output Parameter,1.48831
2016-03-13 19:55:00,Output Parameter,1.25663
2016-03-14 00:03:00,Output Parameter,0.9385
2016-03-14 04:06:00,Output Parameter,1.4952299999999998
2016-03-14 07:43:00,Output Parameter,0.9898100000000001
2016-03-14 12:31:00,Output Parameter,1.0542
2016-03-14 17:21:00,Output Parameter,2.0596200000000002
2016-03-14 21:31:00,Output Parameter,1.64878
2016-03-15 01:05:00,Output Parameter,1.40149
2016-03-15 05:11:00,Output Parameter,1.71065
2016-03-15 09:25:00,Output Parameter,2.36504
2016-03-15 13:28:00,Output Parameter,1.86831
2016-03-15 18:21:00,Output Parameter,1.29607
2016-03-15 21:26:00,Output Parameter,1.02336
2016-03-16 00:55:00,Output Parameter,1.09205
2016-03-16 05:10:00,Output Parameter,2.06065
2016-03-16 08:56:00,Output Parameter,1.9399
2016-03-16 12:51:00,Output Parameter,0.38606999999999997
2016-03-16 18:05:00,Output Parameter,1.3580299999999998
2016-03-16 20:55:00,Output Parameter,1.3823299999999998
2016-03-17 00:20:00,Output Parameter,2.18607
2016-03-17 08:49:00,Output Parameter,2.06205
2016-03-17 12:59:00,Output Parameter,1.87906
2016-03-17 16:56:00,Output Parameter,1.7114900000000002
2016-03-17 20:24:00,Output Parameter,1.7450400000000001
2016-03-18 00:41:00,Output Parameter,1.6260700000000001
2016-03-18 05:27:00,Output Parameter,1.4260700000000002
2016-03-18 09:28:00,Output Parameter,1.7352299999999998
2016-03-18 13:16:00,Output Parameter,2.0599
2016-03-18 17:19:00,Output Parameter,1.7166299999999999
2016-03-19 05:20:00,Output Parameter,1.8830799999999999
2016-03-19 08:31:00,Output Parameter,2.07607
2016-03-19 17:11:00,Output Parameter,1.31738
2016-03-19 20:30:00,Output Parameter,2.08093
2016-03-20 00:37:00,Output Parameter,1.6342
2016-03-20 05:31:00,Output Parameter,1.9566299999999999
2016-03-20 09:32:00,Output Parameter,1.35551
2016-03-20 13:31:00,Output Parameter,1.5109299999999999
2016-03-20 17:07:00,Output Parameter,1.4796200000000002
2016-03-20 20:52:00,Output Parameter,1.47046
2016-03-21 00:46:00,Output Parameter,1.32504
2016-03-21 06:35:00,Output Parameter,1.47794
2016-03-21 09:38:00,Output Parameter,1.39635
2016-03-21 13:35:00,Output Parameter,2.2025200000000003
2016-03-21 17:29:00,Output Parameter,1.7969099999999998
2016-03-21 21:15:00,Output Parameter,1.9409299999999998
2016-03-22 01:21:00,Output Parameter,1.93009
2016-03-22 05:47:00,Output Parameter,1.5379399999999999
2016-03-22 09:22:00,Output Parameter,1.20523
2016-03-22 12:42:00,Output Parameter,1.67448
2016-03-22 17:10:00,Output Parameter,1.73205
2016-03-22 21:19:00,Output Parameter,2.63009
2016-03-23 01:12:00,Output Parameter,1.74121
2016-03-23 05:23:00,Output Parameter,1.6698099999999998
2016-03-23 08:57:00,Output Parameter,2.13635
2016-03-23 12:59:00,Output Parameter,1.8555099999999998
2016-03-23 17:29:00,Output Parameter,2.09476
2016-03-23 21:04:00,Output Parameter,2.1322400000000004
2016-03-24 01:25:00,Output Parameter,2.43607
2016-03-24 05:59:00,Output Parameter,2.75906
2016-03-24 10:08:00,Output Parameter,2.07934
2016-03-24 13:30:00,Output Parameter,2.24149
2016-03-24 17:16:00,Output Parameter,1.56495
2016-03-24 20:44:00,Output Parameter,2.1356
2016-03-25 01:14:00,Output Parameter,0.8323299999999999
2016-03-25 05:23:00,Output Parameter,0.34822
2016-03-25 08:39:00,Output Parameter,0.31794
2016-03-25 13:00:00,Output Parameter,0.0
2016-03-25 17:15:00,Output Parameter,1.06579
2016-03-25 20:56:00,Output Parameter,1.7585
2016-03-26 00:58:00,Output Parameter,1.98037
2016-03-26 05:10:00,Output Parameter,1.25476
2016-03-26 08:39:00,Output Parameter,1.59906
2016-03-26 12:20:00,Output Parameter,1.01
2016-03-26 21:00:00,Output Parameter,0.36
2016-03-27 00:49:00,Output Parameter,0.0
2016-03-27 05:07:00,Output Parameter,1.2085
2016-03-27 08:34:00,Output Parameter,0.43149
2016-03-27 12:22:00,Output Parameter,0.43906000000000006
2016-03-27 17:09:00,Output Parameter,1.45392
2016-03-27 20:49:00,Output Parameter,1.8993400000000003
2016-03-28 01:02:00,Output Parameter,2.74149
2016-03-28 05:28:00,Output Parameter,1.69822
2016-03-28 09:36:00,Output Parameter,1.9555099999999999
2016-03-28 13:04:00,Output Parameter,2.12981
2016-03-28 17:05:00,Output Parameter,1.8730799999999999
2016-03-28 20:42:00,Output Parameter,1.10766
2016-03-29 00:44:00,Output Parameter,1.8842
2016-03-29 05:20:00,Output Parameter,1.53224
2016-03-29 08:47:00,Output Parameter,2.06065
2016-03-29 12:26:00,Output Parameter,2.0942
2016-03-29 17:09:00,Output Parameter,1.18
2016-03-29 20:21:00,Output Parameter,1.52504
2016-03-30 00:39:00,Output Parameter,1.44495
2016-03-30 05:37:00,Output Parameter,2.26037
2016-03-30 08:57:00,Output Parameter,2.5112099999999997
2016-03-30 13:16:00,Output Parameter,3.29934
2016-03-30 17:09:00,Output Parameter,1.58102
2016-03-30 20:21:00,Output Parameter,1.70065
2016-03-31 00:34:00,Output Parameter,1.46495
2016-03-31 05:21:00,Output Parameter,3.21663
2016-03-31 09:37:00,Output Parameter,2.21476
2016-03-31 13:02:00,Output Parameter,1.03364
2016-03-31 17:58:00,Output Parameter,2.2842
2016-01-04 01:02:00,Output Parameter,2.13037
2016-01-04 05:16:00,Output Parameter,1.58495
2016-01-04 09:12:00,Output Parameter,1.12065
2016-01-04 13:18:00,Output Parameter,1.44523
2016-01-04 17:53:00,Output Parameter,1.4828
2016-01-04 21:20:00,Output Parameter,1.15336
2016-02-04 05:19:00,Output Parameter,1.8028
2016-02-04 08:58:00,Output Parameter,2.13448
2016-02-04 13:08:00,Output Parameter,0.7
2016-02-04 17:44:00,Output Parameter,1.78467
2016-02-04 21:03:00,Output Parameter,0.79037
2016-03-04 01:04:00,Output Parameter,1.97252
2016-03-04 05:13:00,Output Parameter,2.95
2016-03-04 09:11:00,Output Parameter,1.21551
2016-03-04 12:49:00,Output Parameter,1.0930799999999998
2016-03-04 18:01:00,Output Parameter,1.7390599999999998
2016-03-04 20:53:00,Output Parameter,1.45289
2016-03-04 23:50:00,Output Parameter,1.22822
2016-01-05 01:22:00,Output Parameter,1.4469100000000001
2016-01-05 05:15:00,Output Parameter,2.29149
2016-01-05 09:15:00,Output Parameter,1.53691
2016-01-05 12:58:00,Output Parameter,1.9014900000000001
2016-01-05 17:39:00,Output Parameter,2.35635
2016-01-05 21:15:00,Output Parameter,0.55261
2016-02-05 01:20:00,Output Parameter,0.43906000000000006
2016-02-05 05:11:00,Output Parameter,2.12635
2016-02-05 08:40:00,Output Parameter,2.64878
2016-02-05 12:45:00,Output Parameter,1.06635
2016-02-05 17:48:00,Output Parameter,2.8693400000000002
2016-02-05 20:51:00,Output Parameter,1.88766
2016-03-05 00:54:00,Output Parameter,3.28766
2016-03-05 05:17:00,Output Parameter,2.00065
2016-03-05 08:49:00,Output Parameter,2.01532
2016-03-05 12:39:00,Output Parameter,1.4609299999999998
2016-03-05 17:11:00,Output Parameter,2.59766
2016-03-05 20:51:00,Output Parameter,1.56121
2016-01-06 05:18:00,Output Parameter,0.73635
2016-01-06 20:10:00,Output Parameter,1.15747
2016-01-06 21:32:00,Output Parameter,1.0228
2016-02-06 00:56:00,Output Parameter,1.27149
2016-02-06 17:30:00,Output Parameter,0.8673799999999999
2016-02-06 21:36:00,Output Parameter,1.2166299999999999
2016-03-06 01:28:00,Output Parameter,1.4442
2016-03-06 05:13:00,Output Parameter,1.4696200000000001
2016-03-06 09:43:00,Output Parameter,1.27962
2016-03-06 13:03:00,Output Parameter,0.97149
2016-03-06 17:26:00,Output Parameter,1.11121
2016-01-07 01:08:00,Output Parameter,1.82018
2016-01-07 05:13:00,Output Parameter,1.45803
2016-01-07 08:48:00,Output Parameter,1.05149
2016-01-07 13:00:00,Output Parameter,0.99177
2016-01-07 17:23:00,Output Parameter,1.3817700000000002
2016-01-07 20:43:00,Output Parameter,1.49831
2016-02-07 01:18:00,Output Parameter,1.33018
2016-02-07 05:12:00,Output Parameter,1.42476
2016-02-07 08:43:00,Output Parameter,1.59476
2016-02-07 12:47:00,Output Parameter,1.34504
2016-02-07 17:22:00,Output Parameter,1.4328
2016-02-07 20:44:00,Output Parameter,0.79551
2016-03-07 05:11:00,Output Parameter,0.64345
2016-03-07 08:57:00,Output Parameter,1.31
2016-03-07 13:01:00,Output Parameter,0.6128
2016-03-07 17:20:00,Output Parameter,0.36
2016-03-07 21:41:00,Output Parameter,0.34822
2016-01-08 00:40:00,Output Parameter,1.05149
2016-01-08 05:25:00,Output Parameter,2.40691
2016-01-08 09:21:00,Output Parameter,1.6117700000000001
2016-01-08 13:13:00,Output Parameter,1.51607
2016-01-08 17:06:00,Output Parameter,1.5587799999999998
2016-01-08 19:32:00,Output Parameter,1.73794
2016-02-08 00:53:00,Output Parameter,1.65635
2016-02-08 05:29:00,Output Parameter,1.6847599999999998
2016-02-08 09:07:00,Output Parameter,1.50308
2016-02-08 13:05:00,Output Parameter,1.5028
2016-02-08 17:07:00,Output Parameter,0.9887799999999999
2016-02-08 20:56:00,Output Parameter,1.19775
2016-03-08 01:00:00,Output Parameter,1.65803
2016-03-08 05:24:00,Output Parameter,1.58859
2016-03-08 09:04:00,Output Parameter,1.80962
2016-03-08 12:53:00,Output Parameter,0.46176999999999996
2016-03-08 17:08:00,Output Parameter,1.6473799999999998
2016-03-08 20:40:00,Output Parameter,1.3985
2016-01-09 00:49:00,Output Parameter,3.15
2016-01-09 05:17:00,Output Parameter,0.43906000000000006
2016-01-09 08:51:00,Output Parameter,0.5071899999999999
2016-01-09 13:04:00,Output Parameter,1.02906
2016-01-09 17:06:00,Output Parameter,1.41635
2016-01-09 20:19:00,Output Parameter,1.6436400000000002
2016-02-09 00:35:00,Output Parameter,1.06495
2016-02-09 05:23:00,Output Parameter,1.3028
2016-02-09 09:25:00,Output Parameter,0.64467
2016-02-09 13:20:00,Output Parameter,0.67523
2016-02-09 17:19:00,Output Parameter,1.1128
2016-02-09 20:21:00,Output Parameter,1.29766
2016-03-09 00:32:00,Output Parameter,2.05
2016-03-09 05:44:00,Output Parameter,1.2685
2016-03-09 09:12:00,Output Parameter,1.7593400000000001
2016-03-09 12:41:00,Output Parameter,1.2828
2016-03-09 17:14:00,Output Parameter,1.7683099999999998
2016-03-09 20:33:00,Output Parameter,1.5228
2016-01-10 00:46:00,Output Parameter,0.95962
2016-01-10 05:27:00,Output Parameter,0.8900899999999999
2016-01-10 09:37:00,Output Parameter,0.56
2016-01-10 13:15:00,Output Parameter,0.9557899999999999
2016-01-10 17:13:00,Output Parameter,1.28065
2016-01-10 20:49:00,Output Parameter,1.73
2016-02-10 00:53:00,Output Parameter,1.1773799999999999
2016-02-10 08:11:00,Output Parameter,2.99
2016-02-10 09:12:00,Output Parameter,1.24822
2016-02-10 12:58:00,Output Parameter,0.94878
2016-02-10 20:53:00,Output Parameter,1.7476599999999998
2016-03-10 00:58:00,Output Parameter,1.42177
2016-03-10 04:58:00,Output Parameter,1.27093
2016-03-10 08:49:00,Output Parameter,1.0930799999999998
2016-03-10 13:08:00,Output Parameter,1.7569099999999997
2016-03-10 16:21:00,Output Parameter,1.43822
2016-03-10 20:10:00,Output Parameter,1.43579
2016-01-11 03:51:00,Output Parameter,1.46046
2016-01-11 07:57:00,Output Parameter,1.5728
2016-01-11 11:53:00,Output Parameter,1.3857899999999999
2016-01-11 16:10:00,Output Parameter,1.55046
2016-01-11 20:20:00,Output Parameter,1.2299
2016-02-11 00:03:00,Output Parameter,1.4269100000000001
2016-02-11 04:03:00,Output Parameter,1.3728
2016-02-11 06:43:00,Output Parameter,0.5071899999999999
2016-02-11 11:34:00,Output Parameter,1.94
2016-02-11 16:14:00,Output Parameter,0.9225200000000001
2016-02-11 20:30:00,Output Parameter,1.31
2016-03-11 00:05:00,Output Parameter,1.18
2016-03-11 04:07:00,Output Parameter,0.90822
2016-03-11 08:08:00,Output Parameter,2.49495
2016-03-11 11:40:00,Output Parameter,3.02037
2016-03-11 16:00:00,Output Parameter,0.8912100000000001
2016-03-11 19:29:00,Output Parameter,4.83
2016-03-11 23:50:00,Output Parameter,1.59
2016-01-12 05:01:00,Output Parameter,0.76
2016-01-12 08:48:00,Output Parameter,0.78
2016-01-12 12:46:00,Output Parameter,0.75
2016-01-12 16:59:00,Output Parameter,1.6171
2016-01-12 20:33:00,Output Parameter,0.97
2016-02-12 00:53:00,Output Parameter,1.67
2016-02-12 05:10:00,Output Parameter,1.44252
2016-02-12 08:28:00,Output Parameter,1.01
2016-02-12 12:39:00,Output Parameter,1.36448
2016-02-12 17:05:00,Output Parameter,0.78252
2016-02-12 20:44:00,Output Parameter,0.8136399999999999
2016-03-12 00:47:00,Output Parameter,1.12719
2016-03-12 05:08:00,Output Parameter,1.1214899999999999
2016-03-12 08:50:00,Output Parameter,0.65495
2016-03-12 11:26:00,Output Parameter,0.77794
2016-03-12 17:00:00,Output Parameter,1.7693400000000001
2016-03-12 20:54:00,Output Parameter,1.26121
2016-01-18 09:06:00,Quality 11,151.8238619
2016-01-18 09:06:00,Quality 12,2.49
2016-01-18 09:06:00,Quality 13,13.87
2016-01-20 10:23:00,Quality 11,153.49427769999997
2016-01-20 10:23:00,Quality 12,1.92
2016-01-20 10:23:00,Quality 13,11.19
2016-01-25 06:18:00,Quality 11,176.7949979
2016-01-25 06:18:00,Quality 12,2.96
2016-01-25 06:18:00,Quality 13,14.55
2016-01-27 11:00:00,Quality 11,168.6691925
2016-01-27 11:00:00,Quality 12,3.1
2016-01-27 11:00:00,Quality 13,14.48
2016-01-02 15:26:00,Quality 11,168.2436012
2016-01-02 15:26:00,Quality 12,2.96
2016-01-02 15:26:00,Quality 13,14.42
2016-03-02 14:32:00,Quality 11,154.15981230000003
2016-03-02 14:32:00,Quality 12,3.83
2016-03-02 14:32:00,Quality 13,15.52
2016-02-22 13:47:00,Quality 11,145.18508880000002
2016-02-22 13:47:00,Quality 12,3.08
2016-02-22 13:47:00,Quality 13,15.08
2016-02-29 15:20:00,Quality 11,136.5060547
2016-02-29 15:20:00,Quality 12,3.46
2016-02-29 15:20:00,Quality 13,13.63
2016-02-03 15:19:00,Quality 11,134.202347
2016-02-03 15:19:00,Quality 12,3.49
2016-02-03 15:19:00,Quality 13,13.78
2016-03-14 05:53:00,Quality 11,131.0134595
2016-03-14 05:53:00,Quality 12,3.79
2016-03-14 05:53:00,Quality 13,15.52
2016-03-16 10:36:00,Quality 11,135.4992205
2016-03-16 10:36:00,Quality 12,2.91
2016-03-16 10:36:00,Quality 13,13.52
2016-03-21 06:40:00,Quality 11,127.5943415
2016-03-21 06:40:00,Quality 12,3.5
2016-03-21 06:40:00,Quality 13,14.98
2016-03-28 15:05:00,Quality 11,131.52003729999998
2016-03-28 15:05:00,Quality 12,2.9
2016-03-28 15:05:00,Quality 13,14.8
2016-03-30 10:13:00,Quality 11,133.24603770000002
2016-03-30 10:13:00,Quality 12,3.02
2016-03-30 10:13:00,Quality 13,15.45
2016-02-05 14:13:00,Quality 11,166.1119656
2016-02-05 14:13:00,Quality 12,2.42
2016-02-05 14:13:00,Quality 13,11.63
2016-01-01 01:45:00,Quality 6,93.91932039
2016-01-01 01:45:00,Quality 7,2.586206897
2016-01-01 01:45:00,Quality 8,1.58685446
2016-01-01 01:45:00,Quality 9,0.55
2016-01-01 01:45:00,Quality 10,0.86
2016-01-01 05:25:00,Quality 6,93.80573164
2016-01-01 05:25:00,Quality 7,2.631675875
2016-01-01 05:25:00,Quality 8,1.585714286
2016-01-01 05:25:00,Quality 9,0.55
2016-01-01 05:25:00,Quality 10,0.85
2016-01-01 09:27:00,Quality 6,95.29658035
2016-01-01 09:27:00,Quality 7,2.670454545
2016-01-01 09:27:00,Quality 8,1.563106796
2016-01-01 09:27:00,Quality 9,0.57
2016-01-01 09:27:00,Quality 10,0.84
2016-01-01 13:18:00,Quality 6,94.61180972
2016-01-01 13:18:00,Quality 7,2.676691729
2016-01-01 13:18:00,Quality 8,1.582524272
2016-01-01 13:18:00,Quality 9,0.58
2016-01-01 13:18:00,Quality 10,0.87
2016-01-01 17:54:00,Quality 6,95.18404483
2016-01-01 17:54:00,Quality 7,2.662900188
2016-01-01 17:54:00,Quality 8,1.552884615
